"npi","nb_article","annee"
"'vitamin c', 'dietary supplement', 'diet'","1.0","2003.0"
"'vitamin d', 'calcium'","1.0","2003.0"
"'diet', 'muscle stretching exercises'","1.0","2003.0"
"'beverages', 'dietary carbohydrates', 'endurance training', 'phytotherapy'","1.0","2003.0"
"'electric stimulation therapy', 'endurance training', 'physiotherapy'","1.0","2003.0"
"'calcium', 'dietary carbohydrates', 'diet', 'creatine'","1.0","2003.0"
"'arnica', 'endurance training', 'phytotherapy'","1.0","2003.0"
"'dietary supplement', 'glutamine', 'endurance training', 'amino acids'","1.0","2003.0"
"'creatine', 'dietary supplement', 'resistance training'","1.0","2003.0"
"'endurance training', 'diet', 'walking', 'exercise interventions', 'dietary fats'","1.0","2003.0"
"'muscle stretching exercises', 'walking'","1.0","2003.0"
"'dietary fats', 'endurance training', 'muscle stretching exercises', 'fasting'","1.0","2003.0"
"'health education', 'muscle stretching exercises'","1.0","2003.0"
"'diet', 'dietary carbohydrates', 'dietary fats', 'endurance training'","1.0","2003.0"
"'health education', 'endurance training'","1.0","2003.0"
"'weight lifting'","1.0","2003.0"
"'food'","1.0","2003.0"
"'dietary supplement', 'milk'","1.0","2003.0"
"'cannabis'","1.0","2003.0"
"'creatine', 'dietary supplement', 'glutamine'","1.0","2003.0"
"'beverages', 'endurance training'","1.0","2003.0"
"'vitamin c', 'dietary supplement', 'vitamin e', 'diet', 'isoprostanes', 'vitamins', 'antioxidant supplementation', 'flavonoids'","1.0","2003.0"
"'coffee', 'calcium', 'endurance training'","1.0","2003.0"
"'amino acids', 'dietary supplement', 'endurance training', 'weight lifting', 'resistance training'","1.0","2003.0"
"'fasting', 'muscle stretching exercises'","1.0","2003.0"
"'diet'","1.0","2003.0"
"'cryotherapy', 'muscle stretching exercises'","1.0","2003.0"
"'ephedra'","1.0","2003.0"
"'muscle stretching exercises', 'endurance training'","1.0","2003.0"
"'endurance training', 'physiotherapy'","1.0","2003.0"
"'dietary carbohydrates', 'dietary supplement', 'endurance training', 'protein supplementation'","1.0","2003.0"
"'endurance training'","27.0","2009.0"
"'muscle stretching exercises'","23.0","2009.0"
"'health education'","8.0","2009.0"
"'endurance training', 'resistance training'","5.0","2009.0"
"'resistance training'","3.0","2009.0"
"'coffee'","3.0","2009.0"
"'dietary carbohydrates', 'endurance training'","3.0","2009.0"
"'food'","2.0","2009.0"
"'endurance training', 'iron'","2.0","2009.0"
"'endurance training', 'muscle stretching exercises'","2.0","2009.0"
"'physiotherapy'","2.0","2009.0"
"'muscle stretching exercises', 'resistance training'","2.0","2009.0"
"'endurance training', 'muscle stretching exercises', 'resistance training'","2.0","2009.0"
"'cold-water immersion'","2.0","2009.0"
"'physiotherapy', 'muscle stretching exercises'","2.0","2009.0"
"'dietary carbohydrates', 'beverages', 'endurance training'","2.0","2009.0"
"'muscle stretching exercises', 'endurance training'","2.0","2009.0"
"'beverages', 'coffee', 'endurance training', 'niacin', 'energy drinks', 'taurine', 'vitamin b 6', 'vitamin b 12'","1.0","2009.0"
"'endurance training', 'creatine'","1.0","2009.0"
"'mountaineering', 'endurance training'","1.0","2009.0"
"'exercise interventions'","1.0","2009.0"
"'dietary supplement'","1.0","2009.0"
"'muscle stretching exercises', 'resistance training', 'walking'","1.0","2009.0"
"'compression stocking', 'compression garments'","1.0","2009.0"
"'wrestling'","1.0","2009.0"
"'calcium carbonate', 'electric stimulation therapy', 'endurance training'","1.0","2009.0"
"'thermalism'","1.0","2009.0"
"'carbohydrate-restricted diet', 'dietary carbohydrates'","1.0","2009.0"
"'coffee', 'catechin', 'endurance training', 'tea', 'epigallocatechin-3-gallate'","1.0","2009.0"
"'dietary carbohydrates', 'dietary supplement', 'creatine', 'beta-alanine'","1.0","2009.0"
"'calcium', 'creatine'","1.0","2009.0"
"'dietary supplement', 'endurance training', 'beta-alanine'","1.0","2009.0"
"'endurance training', 'muscle stretching exercises', 'resistance training', 'heart rate variability biofeedback'","1.0","2009.0"
"'endurance training', 'bandages'","1.0","2009.0"
"'dietary supplement', 'endurance training', 'sunflower oil', 'fasting', 'docosahexaenoic acid', 'fatty acids, omega-3'","1.0","2009.0"
"'coffee', 'endurance training', 'diet'","1.0","2009.0"
"'dance therapy'","1.0","2009.0"
"'walking'","1.0","2009.0"
"'dietary sodium'","1.0","2009.0"
"'dietary carbohydrates', 'dietary supplement'","1.0","2009.0"
"'eicosapentaenoic acid', 'fatty acids, omega-3', 'fish oils', 'endurance training', 'creatine', 'n-3 polyunsaturated fatty acids', 'docosahexaenoic acid', 'fatty acids, unsaturated'","1.0","2009.0"
"'endurance training', 'resistance training', 'walking'","1.0","2009.0"
"'dietary supplement', 'eicosapentaenoic acid', 'muscle stretching exercises', 'creatine', 'aerobic exercise', 'docosahexaenoic acid'","1.0","2009.0"
"'virtual reality', 'heart rate variability biofeedback'","1.0","2009.0"
"'beverages', 'dietary carbohydrates', 'diet', 'milk', 'endurance training', 'chocolate'","1.0","2009.0"
"'coffee', 'dietary carbohydrates', 'dietary supplement', 'endurance training', 'walking'","1.0","2009.0"
"'dance therapy', 'endurance training', 'muscle stretching exercises', 'exercise interventions'","1.0","2009.0"
"'acupuncture'","1.0","2009.0"
"'electric stimulation therapy', 'physiotherapy', 'ultrasonic therapy', 'walking'","1.0","2009.0"
"'arginine', 'aerobic exercise'","1.0","2009.0"
"'muscle stretching exercises', 'walking', 'aerobic exercise'","1.0","2009.0"
"'health education', 'socioenvironmental therapy'","1.0","2009.0"
"'psychotherapy'","1.0","2009.0"
"'beverages', 'food', 'dietary carbohydrates', 'dietary supplement', 'milk', 'endurance training', 'muscle stretching exercises', 'creatine', 'chocolate'","1.0","2009.0"
"'coffee', 'endurance training', 'resistance training', 'calcium', 'aerobic exercise'","1.0","2009.0"
"'low-calorie diet', 'fasting', 'endurance training'","1.0","2009.0"
"'physiotherapy', 'health education'","1.0","2009.0"
"'health education', 'physiotherapy', 'walking'","1.0","2009.0"
"'endurance training', 'diet'","1.0","2009.0"
"'endurance training', 'creatine', 'amino acids'","1.0","2009.0"
"'endurance training', 'compression stocking'","1.0","2009.0"
"'endurance training', 'high-intensity interval training'","1.0","2009.0"
"'dietary supplement', 'fruit', 'phytotherapy'","1.0","2009.0"
"'diabetic diet', 'muscle stretching exercises', 'health education', 'diet', 'resistance training'","1.0","2009.0"
"'muscle stretching exercises', 'video-based education'","1.0","2009.0"
"'dietary supplement', 'diet', 'creatine', 'vitamins', 'amino acids', 'carnitine', 'coffee'","1.0","2009.0"
"'exercise movement techniques', 'resistance training'","1.0","2009.0"
"'acupuncture analgesia', 'muscle stretching exercises', 'physiotherapy', 'health education'","1.0","2009.0"
"'creatine', 'dietary supplement'","1.0","2009.0"
"'endurance training', 'body image', 'resistance training', 'health education'","1.0","2009.0"
"'muscle stretching exercises', 'cold-water immersion'","1.0","2009.0"
"'food', 'muscle stretching exercises'","1.0","2009.0"
"'beverages', 'dietary carbohydrates'","1.0","2009.0"
"'muscle stretching exercises', 'fasting'","1.0","2009.0"
"'beverages', 'food', 'endurance training'","1.0","2009.0"
"'muscle stretching exercises', 'walking'","1.0","2009.0"
"'endurance training', 'resistance training', 'calcium'","1.0","2009.0"
"'breathing exercises', 'endurance training'","1.0","2009.0"
"'dietary carbohydrates', 'beverages'","1.0","2009.0"
"'health education', 'muscle stretching exercises', 'walking'","1.0","2009.0"
"'facilitator to screening'","1.0","2009.0"
"'chinese herbal drugs', 'ginkgo', 'endurance training', 'dietary supplement', 'rhodiola crenulata', 'phytotherapy'","1.0","2009.0"
"'muscle stretching exercises', 'resistance training', 'aerobic exercise'","1.0","2009.0"
"'music therapy'","1.0","2009.0"
"'cryotherapy', 'muscle stretching exercises'","1.0","2009.0"
"'resistance training', 'video-based education'","1.0","2009.0"
"'hyperbaric oxygenation'","1.0","2009.0"
"'dietary supplement', 'phytotherapy', 'creatine', 'rhodiola rosea'","1.0","2009.0"
"'branched-chain amino acids', 'dietary supplement', 'muscle stretching exercises', 'creatine'","1.0","2009.0"
"'dietary supplement', 'diet', 'ginseng', 'endurance training', 'phytotherapy'","1.0","2009.0"
"'amino acids', 'dietary supplement', 'minerals', 'vitamins', 'coenzyme q10'","1.0","2009.0"
"'diet', 'beverages', 'fasting'","1.0","2009.0"
"'health education', 'muscle stretching exercises'","1.0","2009.0"
"'creatine', 'dietary supplement', 'endurance training', 'weight lifting'","1.0","2009.0"
"'creatine', 'resistance training'","1.0","2009.0"
"'creatine', 'dietary supplement', 'physiotherapy'","1.0","2009.0"
"'creatine', 'dietary supplement', 'endurance training'","1.0","2009.0"
"'niacin', 'muscle stretching exercises'","1.0","2009.0"
"'endurance training'","27.0","2004.0"
"'muscle stretching exercises'","9.0","2004.0"
"'physiotherapy'","6.0","2004.0"
"'health education'","3.0","2004.0"
"'endurance training', 'resistance training'","2.0","2004.0"
"'endurance training', 'health education'","2.0","2004.0"
"'electric stimulation therapy'","2.0","2004.0"
"'creatine'","2.0","2004.0"
"'dietary supplement', 'creatine'","2.0","2004.0"
"'sodium bicarbonate'","2.0","2004.0"
"'endurance training', 'non pharmacological interventions'","1.0","2004.0"
"'diet', 'probiotics', 'echinacea', 'glutamine', 'vitamins', 'iron'","1.0","2004.0"
"'pelvic floor muscle training'","1.0","2004.0"
"'dietary supplement', 'diet', 'creatine', 'food', 'coffee'","1.0","2004.0"
"'dietary carbohydrates', 'endurance training', 'diet'","1.0","2004.0"
"'creatine', 'diet', 'dietary supplement'","1.0","2004.0"
"'dietary supplement'","1.0","2004.0"
"'coffee', 'beverages'","1.0","2004.0"
"'weight lifting'","1.0","2004.0"
"'breathing exercises', 'endurance training', 'pulmonary rehabilitation'","1.0","2004.0"
"'vitamin c', 'dietary supplement', 'endurance training', 'vitamin e', 'beta carotene', 'diet', 'vitamins', 'antioxidant supplementation', 'iron'","1.0","2004.0"
"'calcium', 'endurance training'","1.0","2004.0"
"'muscle stretching exercises', 'walking', 'physiotherapy'","1.0","2004.0"
"'muscle stretching exercises', 'wheel exercise', 'resistance training'","1.0","2004.0"
"'creatine', 'dietary supplement', 'endurance training'","1.0","2004.0"
"'heart rate variability biofeedback'","1.0","2004.0"
"'dietary carbohydrates', 'dietary supplement', 'endurance training', 'muscle stretching exercises'","1.0","2004.0"
"'dietary supplement', 'diet', 'endurance training', 'resistance training', 'creatine', 'coffee'","1.0","2004.0"
"'physiotherapy', 'muscle stretching exercises'","1.0","2004.0"
"'diet', 'vitamins', 'minerals', 'amino acids', 'protein supplementation'","1.0","2004.0"
"'dance therapy', 'muscle stretching exercises'","1.0","2004.0"
"'cognitive behavioral therapy', 'muscle stretching exercises', 'psychotherapy'","1.0","2004.0"
"'dance therapy'","1.0","2004.0"
"'dietary carbohydrates', 'honey', 'endurance training'","1.0","2004.0"
"'walking'","1.0","2004.0"
"'endurance training', 'muscle stretching exercises', 'aerobic exercise'","1.0","2004.0"
"'dietary carbohydrates', 'dietary supplement', 'endurance training', 'beverages'","1.0","2004.0"
"'melatonin', 'endurance training'","1.0","2004.0"
"'melatonin'","1.0","2004.0"
"'dietary supplement', 'food', 'muscle stretching exercises', 'selenium', 'diet', 'creatine', 'vitamins', 'antioxidant supplementation', 'vitamin c'","1.0","2004.0"
"'muscle stretching exercises', 'self-help groups', 'socioenvironmental therapy', 'walking'","1.0","2004.0"
"'food', 'dietary supplement', 'endurance training', 'iron'","1.0","2004.0"
"'endurance training', 'resistance training', 'calcium'","1.0","2004.0"
"'cryotherapy', 'muscle stretching exercises'","1.0","2004.0"
"'beverages', 'hops'","1.0","2004.0"
"'muscle stretching exercises', 'walking', 'pulmonary rehabilitation'","1.0","2004.0"
"'endurance training', 'muscle stretching exercises', 'tai chi'","1.0","2004.0"
"'amino acids', 'branched-chain amino acids', 'diet', 'fatty acids, omega-3'","1.0","2004.0"
"'cryotherapy', 'physiotherapy'","1.0","2004.0"
"'health education', 'muscle stretching exercises', 'tai chi'","1.0","2004.0"
"'endurance training', 'weight lifting'","1.0","2004.0"
"'carnitine', 'diet'","1.0","2004.0"
"'creatine', 'dietary supplement', 'resistance training'","1.0","2004.0"
"'dietary supplement', 'endurance training'","1.0","2004.0"
"'beverages'","1.0","2004.0"
"'mountaineering', 'endurance training', 'muscle stretching exercises'","1.0","2004.0"
"'endurance training', 'high-intensity interval training'","1.0","2004.0"
"'muscle stretching exercises', 'resistance training'","1.0","2004.0"
"'muscle stretching exercises', 'pulmonary rehabilitation'","1.0","2004.0"
"'endurance training', 'dietary carbohydrates'","1.0","2004.0"
"'creatine', 'dietary supplement'","1.0","2004.0"
"'dance therapy', 'music therapy', 'health education'","1.0","2004.0"
"'biofeedback psychology', 'muscle stretching exercises', 'physiotherapy', 'electric stimulation therapy'","1.0","2004.0"
"'muscle stretching exercises', 'heart rate variability biofeedback'","1.0","2004.0"
"'health education', 'diet'","1.0","2004.0"
"'diet', 'endurance training'","1.0","2004.0"
"'endurance training', 'phytotherapy', 'rhodiola rosea'","1.0","2004.0"
"'breathing exercises', 'endurance training'","1.0","2004.0"
"'music therapy'","1.0","2004.0"
"'beverages', 'dietary carbohydrates', 'endurance training'","1.0","2004.0"
"'coffee', 'muscle stretching exercises', 'endurance training', 'walking'","1.0","2004.0"
"'wrestling'","1.0","2004.0"
"'dietary carbohydrates', 'diet'","1.0","2004.0"
"'creatine', 'dietary supplement', 'magnesium', 'endurance training', 'weight lifting'","1.0","2004.0"
"'dietary supplement', 'ephedra', 'food'","1.0","2004.0"
"'antioxidant supplementation'","1.0","2004.0"
"'hyperbaric oxygenation'","1.0","2004.0"
"'amino acids', 'dietary supplement', 'endurance training'","1.0","2004.0"
"'endurance training', 'creatine', 'vitamin e'","1.0","2004.0"
"'mushrooms', 'phytotherapy', 'calcium', 'chromium', 'cordyceps', 'rhodiola rosea', 'cordyceps sinensis', 'sodium phosphate'","1.0","2004.0"
"'endurance training', 'muscle stretching exercises'","1.0","2004.0"
"'health education', 'muscle stretching exercises'","1.0","2004.0"
"'endurance training', 'creatine'","1.0","2004.0"
"'muscle stretching exercises', 'wave therapy'","1.0","2004.0"
"'calcium', 'muscle stretching exercises'","1.0","2004.0"
"'mushrooms', 'dietary supplement', 'endurance training', 'cordyceps', 'cordyceps sinensis'","1.0","2004.0"
"'muscle stretching exercises'","29.0","2016.0"
"'endurance training'","28.0","2016.0"
"'resistance training'","17.0","2016.0"
"'endurance training', 'resistance training'","11.0","2016.0"
"'plyometric exercise'","7.0","2016.0"
"'dietary carbohydrates'","5.0","2016.0"
"'high-intensity interval training'","5.0","2016.0"
"'creatine'","5.0","2016.0"
"'facilitator to screening'","4.0","2016.0"
"'endurance training', 'aerobic exercise'","4.0","2016.0"
"'high-intensity interval training', 'endurance training'","4.0","2016.0"
"'kinesio tapes'","4.0","2016.0"
"'physiotherapy'","4.0","2016.0"
"'health education'","4.0","2016.0"
"'coffee', 'endurance training'","4.0","2016.0"
"'endurance training', 'muscle stretching exercises'","4.0","2016.0"
"'high-intensity interval training', 'muscle stretching exercises'","3.0","2016.0"
"'aerobic exercise'","3.0","2016.0"
"'muscle stretching exercises', 'aerobic exercise'","3.0","2016.0"
"'endurance training', 'creatine'","2.0","2016.0"
