"out","nb_article","annee"
"'sport performance|physiological performance|homeostasis|blood pressure'","2.0","2003.0"
"'sport performance|health|injuries|shoulder injuries', 'sport performance|health|rehabilitation'","2.0","2003.0"
"'sport performance|health|injuries +  illness prevention|physiologic disturbances|menstrual dysfunction'","2.0","2003.0"
"'sport performance|physical performance'","2.0","2003.0"
"'skill performance|motor skill performance|gross motor skill performance|running performance|running economy'","2.0","2003.0"
"'sport performance|physiological performance|heart rate', 'sport performance|physiological performance|heart rate|heart rate variability'","2.0","2003.0"
"'sport performance|physiological performance|blood flow'","2.0","2003.0"
"'sport performance|mental performance|emotion management|stress management|stress', 'sport performance|health|injuries +  illness prevention|physiologic disturbances|oxidative stress'","2.0","2003.0"
"'sport performance|health|rehabilitation|reflex control|reflex'","2.0","2003.0"
"'sport performance|physiological performance|body composition'","2.0","2003.0"
"'sport performance|physiological performance|bone development'","1.0","2003.0"
"'sport performance|health|organ system/region illnesses|respiratory illnesses|cough', 'sport performance|health|organ system/region illnesses|respiratory illnesses|wheezing'","1.0","2003.0"
"'skill performance|motor skill performance|gross motor skill performance|running performance|sprint performance'","1.0","2003.0"
"'sport performance|physiological performance|body composition', 'sport performance|health|organ system/region illnesses|gastrointestinal illnesses|diarrhea'","1.0","2003.0"
"'sport performance|physiological performance|inflammation', 'sport performance|health|rehabilitation'","1.0","2003.0"
"'sport performance|physiological performance|renal function', 'sport performance|physiological performance|homeostasis', 'sport performance|physiological performance|homeostasis|electrolyte homeostasis'","1.0","2003.0"
"'sport performance|health|injuries|shoulder injuries|shoulder impingement syndrome', 'sport performance|health|rehabilitation', 'sport performance|health|injuries +  illness prevention|biomechanical deficit|muscle imbalance'","1.0","2003.0"
"'sport performance|physical performance|endurance performance|aerobic performance'","1.0","2003.0"
"'sport performance|physical performance|endurance performance|endurance capacity', 'health|injuries +  illness prevention|physiologic disturbances|adverse event|safety'","1.0","2003.0"
"'sport performance|physical performance|power performance|anaerobic power'","1.0","2003.0"
"'sport performance|physical performance|endurance performance|endurance exercise performance'","1.0","2003.0"
"'sport performance|physiological performance|muscle metabolism|muscle glycogen'","1.0","2003.0"
"'sport performance|health|rehabilitation', 'sport performance|health|rehabilitation|functional rehabilitation|neuromuscular control'","1.0","2003.0"
"'sport performance|mental performance|cognitive performance|reaction time', 'sport performance|mental performance|cognitive performance|executive function', 'sport performance|mental performance|mental health|mental disorders|depressive disorder'","1.0","2003.0"
"'sport performance|physical performance|exercise performance', 'sport performance|physiological performance|muscle metabolism|muscle creatine', 'sport performance|physiological performance|muscle metabolism|muscle creatine|muscle creatine content', 'health|injuries +  illness prevention|physiologic disturbances|adverse event|adverse effect'","1.0","2003.0"
"'specific environnement adaptations|altitude performance|high-altitude illnesses|acute mountain sickness|fatigue', 'sport performance|health|rehabilitation'","1.0","2003.0"
"'sport performance|physical performance|exercise performance', 'specific environnement adaptations|altitude performance|high-altitude illnesses|acute mountain sickness|fatigue'","1.0","2003.0"
"'sport performance|physiological performance|body composition|body fat'","1.0","2003.0"
"'technical performance|skill performance|motor skill performance|gross motor skill performance|cycling performance', 'sport performance|physical performance|exercise performance'","1.0","2003.0"
"'sport performance|physiological performance|bone health|bone loss'","1.0","2003.0"
"'sport performance|physiological performance|muscle adaptation'","1.0","2003.0"
"'sport performance|physiological performance|body composition', 'sport performance|physiological performance|muscle metabolism|muscle creatine', 'sport performance|physiological performance|muscle metabolism|muscle creatine|muscle creatine content'","1.0","2003.0"
"'specific environnement adaptations|altitude performance|high-altitude illnesses|acute mountain sickness|fatigue', 'sport performance|health|injuries +  illness prevention|neuromuscular fatigue'","1.0","2003.0"
"'sport performance|health|injuries|knees injuries|anterior cruciate ligament injury', 'sport performance|health|rehabilitation'","1.0","2003.0"
"'sport performance|physical performance|endurance performance|endurance exercise performance', 'sport performance|physical performance|exercise performance'","1.0","2003.0"
"'sport performance|mental performance|cognitive performance|spatial intelligence|spatial learning'","1.0","2003.0"
"'sport performance|physical performance|endurance performance|muscular endurance', 'sport performance|physical performance|endurance performance|muscular endurance|local muscular endurance'","1.0","2003.0"
"'sport performance|physiological performance|muscle metabolism|muscle glycogen', 'sport performance|physiological performance|muscle metabolism|muscle glycogen|muscle glycogen levels'","1.0","2003.0"
"'technical performance|skill performance|motor skill performance|gross motor skill performance|jump performance'","1.0","2003.0"
"'sport performance|physiological performance|muscle metabolism|lactate levels'","1.0","2003.0"
"'sport performance|technical performance|motor ability|athletic ability', 'sport performance|physical performance'","1.0","2003.0"
"'sport performance|performance recovery|physiological recovery|muscle soreness'","1.0","2003.0"
"'sport performance|physiological performance|homeostasis', 'sport performance|physiological performance|homeostasis|fluid homeostasis'","1.0","2003.0"
"'sport performance|health|injuries|neurological injuries', 'sport performance|health|injuries|spine injuries'","1.0","2003.0"
"'sport performance|physiological performance|heart rate', 'sport performance|physical performance|endurance performance|aerobic performance|vo2max', 'sport performance|physical performance|exercise performance'","1.0","2003.0"
